0 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Graph@1da51a35 created.
57 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #0 Server #1:eth0->Pod #0 Edge #0#0 creation (Pod #0 Server #1:eth0 -> Pod #0 Edge #0) in Graph@134593bf triggered.
57 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #0 Server #1:eth0->Pod #0 Edge #0 (NetworkNode@40ef3420 -> NetworkNode@3439f68d - PriorityScheduler@694abbdc - 1 queues) creation in Network@4bb4de6a triggered.
57 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #0 Server #2 creation in Network@4bb4de6a triggered.
57 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #0 Server #2:eth0 creation in Graph@1da51a35 triggered.
57 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #0 Server #2:eth0 creation in Graph@134593bf triggered.
57 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - NetworkNode@a514af7 creation in Network@4bb4de6a triggered.
57 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Addition of NetworkInterface@7b9a4292 (NetworkNode@a514af7) to Pod #0 Server #2 triggered.
58 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #0 Edge #1->Pod #0 Server #2:eth0 creation (Pod #0 Edge #1 -> Pod #0 Server #2:eth0) in Graph@1da51a35 triggered.
58 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #0 Edge #1->Pod #0 Server #2:eth0#0 creation (Pod #0 Edge #1 -> Pod #0 Server #2:eth0) in Graph@134593bf triggered.
58 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #0 Edge #1->Pod #0 Server #2:eth0#1 creation (Pod #0 Edge #1 -> Pod #0 Server #2:eth0) in Graph@134593bf triggered.
58 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #0 Edge #1->Pod #0 Server #2:eth0#2 creation (Pod #0 Edge #1 -> Pod #0 Server #2:eth0) in Graph@134593bf triggered.
58 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #0 Edge #1->Pod #0 Server #2:eth0#3 creation (Pod #0 Edge #1 -> Pod #0 Server #2:eth0) in Graph@134593bf triggered.
58 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #0 Edge #1->Pod #0 Server #2:eth0 (NetworkNode@58a90037 -> NetworkNode@a514af7 - PriorityScheduler@12468a38 - 4 queues) creation in Network@4bb4de6a triggered.
58 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #0 Server #2:eth0->Pod #0 Edge #1 creation (Pod #0 Server #2:eth0 -> Pod #0 Edge #1) in Graph@1da51a35 triggered.
58 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #0 Server #2:eth0->Pod #0 Edge #1#0 creation (Pod #0 Server #2:eth0 -> Pod #0 Edge #1) in Graph@134593bf triggered.
59 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #0 Server #2:eth0->Pod #0 Edge #1 (NetworkNode@a514af7 -> NetworkNode@58a90037 - PriorityScheduler@3a93b025 - 1 queues) creation in Network@4bb4de6a triggered.
59 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #0 Server #3 creation in Network@4bb4de6a triggered.
59 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #0 Server #3:eth0 creation in Graph@1da51a35 triggered.
59 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #0 Server #3:eth0 creation in Graph@134593bf triggered.
59 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - NetworkNode@223d2c72 creation in Network@4bb4de6a triggered.
59 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Addition of NetworkInterface@131774fe (NetworkNode@223d2c72) to Pod #0 Server #3 triggered.
59 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #0 Edge #1->Pod #0 Server #3:eth0 creation (Pod #0 Edge #1 -> Pod #0 Server #3:eth0) in Graph@1da51a35 triggered.
59 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #0 Edge #1->Pod #0 Server #3:eth0#0 creation (Pod #0 Edge #1 -> Pod #0 Server #3:eth0) in Graph@134593bf triggered.
59 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #0 Edge #1->Pod #0 Server #3:eth0#1 creation (Pod #0 Edge #1 -> Pod #0 Server #3:eth0) in Graph@134593bf triggered.
59 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #0 Edge #1->Pod #0 Server #3:eth0#2 creation (Pod #0 Edge #1 -> Pod #0 Server #3:eth0) in Graph@134593bf triggered.
59 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #0 Edge #1->Pod #0 Server #3:eth0#3 creation (Pod #0 Edge #1 -> Pod #0 Server #3:eth0) in Graph@134593bf triggered.
60 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #0 Edge #1->Pod #0 Server #3:eth0 (NetworkNode@58a90037 -> NetworkNode@223d2c72 - PriorityScheduler@5c33f1a9 - 4 queues) creation in Network@4bb4de6a triggered.
60 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #0 Server #3:eth0->Pod #0 Edge #1 creation (Pod #0 Server #3:eth0 -> Pod #0 Edge #1) in Graph@1da51a35 triggered.
60 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #0 Server #3:eth0->Pod #0 Edge #1#0 creation (Pod #0 Server #3:eth0 -> Pod #0 Edge #1) in Graph@134593bf triggered.
60 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #0 Server #3:eth0->Pod #0 Edge #1 (NetworkNode@223d2c72 -> NetworkNode@58a90037 - PriorityScheduler@293a5bf6 - 1 queues) creation in Network@4bb4de6a triggered.
60 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #0 creation in Graph@1da51a35 triggered.
60 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #0 creation in Graph@134593bf triggered.
60 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - NetworkNode@49e53c76 creation in Network@4bb4de6a triggered.
60 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #0 creation in Graph@1da51a35 triggered.
60 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #0 creation in Graph@134593bf triggered.
60 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - NetworkNode@689604d9 creation in Network@4bb4de6a triggered.
60 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #1 creation in Graph@1da51a35 triggered.
61 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #1 creation in Graph@134593bf triggered.
61 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - NetworkNode@4135c3b creation in Network@4bb4de6a triggered.
61 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #1 creation in Graph@1da51a35 triggered.
61 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #1 creation in Graph@134593bf triggered.
61 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - NetworkNode@5c6648b0 creation in Network@4bb4de6a triggered.
61 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #0->Pod #1 Agg #0 creation (Core #0 -> Pod #1 Agg #0) in Graph@1da51a35 triggered.
61 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #0->Pod #1 Agg #0#0 creation (Core #0 -> Pod #1 Agg #0) in Graph@134593bf triggered.
61 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #0->Pod #1 Agg #0#1 creation (Core #0 -> Pod #1 Agg #0) in Graph@134593bf triggered.
61 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #0->Pod #1 Agg #0#2 creation (Core #0 -> Pod #1 Agg #0) in Graph@134593bf triggered.
61 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #0->Pod #1 Agg #0#3 creation (Core #0 -> Pod #1 Agg #0) in Graph@134593bf triggered.
61 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Core #0->Pod #1 Agg #0 (NetworkNode@15bfd87 -> NetworkNode@689604d9 - PriorityScheduler@a1153bc - 4 queues) creation in Network@4bb4de6a triggered.
62 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #0->Core #0 creation (Pod #1 Agg #0 -> Core #0) in Graph@1da51a35 triggered.
62 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #0->Core #0#0 creation (Pod #1 Agg #0 -> Core #0) in Graph@134593bf triggered.
62 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #0->Core #0#1 creation (Pod #1 Agg #0 -> Core #0) in Graph@134593bf triggered.
62 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #0->Core #0#2 creation (Pod #1 Agg #0 -> Core #0) in Graph@134593bf triggered.
62 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #0->Core #0#3 creation (Pod #1 Agg #0 -> Core #0) in Graph@134593bf triggered.
62 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Agg #0->Core #0 (NetworkNode@689604d9 -> NetworkNode@15bfd87 - PriorityScheduler@639c2c1d - 4 queues) creation in Network@4bb4de6a triggered.
62 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #1->Pod #1 Agg #0 creation (Core #1 -> Pod #1 Agg #0) in Graph@1da51a35 triggered.
62 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #1->Pod #1 Agg #0#0 creation (Core #1 -> Pod #1 Agg #0) in Graph@134593bf triggered.
63 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #1->Pod #1 Agg #0#1 creation (Core #1 -> Pod #1 Agg #0) in Graph@134593bf triggered.
63 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #1->Pod #1 Agg #0#2 creation (Core #1 -> Pod #1 Agg #0) in Graph@134593bf triggered.
63 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #1->Pod #1 Agg #0#3 creation (Core #1 -> Pod #1 Agg #0) in Graph@134593bf triggered.
63 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Core #1->Pod #1 Agg #0 (NetworkNode@43d7741f -> NetworkNode@689604d9 - PriorityScheduler@557caf28 - 4 queues) creation in Network@4bb4de6a triggered.
63 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #0->Core #1 creation (Pod #1 Agg #0 -> Core #1) in Graph@1da51a35 triggered.
63 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #0->Core #1#0 creation (Pod #1 Agg #0 -> Core #1) in Graph@134593bf triggered.
63 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #0->Core #1#1 creation (Pod #1 Agg #0 -> Core #1) in Graph@134593bf triggered.
63 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #0->Core #1#2 creation (Pod #1 Agg #0 -> Core #1) in Graph@134593bf triggered.
63 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #0->Core #1#3 creation (Pod #1 Agg #0 -> Core #1) in Graph@134593bf triggered.
63 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Agg #0->Core #1 (NetworkNode@689604d9 -> NetworkNode@43d7741f - PriorityScheduler@3b69e7d1 - 4 queues) creation in Network@4bb4de6a triggered.
64 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #0->Pod #1 Agg #0 creation (Pod #1 Edge #0 -> Pod #1 Agg #0) in Graph@1da51a35 triggered.
64 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #0->Pod #1 Agg #0#0 creation (Pod #1 Edge #0 -> Pod #1 Agg #0) in Graph@134593bf triggered.
64 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #0->Pod #1 Agg #0#1 creation (Pod #1 Edge #0 -> Pod #1 Agg #0) in Graph@134593bf triggered.
64 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #0->Pod #1 Agg #0#2 creation (Pod #1 Edge #0 -> Pod #1 Agg #0) in Graph@134593bf triggered.
64 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #0->Pod #1 Agg #0#3 creation (Pod #1 Edge #0 -> Pod #1 Agg #0) in Graph@134593bf triggered.
64 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Edge #0->Pod #1 Agg #0 (NetworkNode@49e53c76 -> NetworkNode@689604d9 - PriorityScheduler@f5958c9 - 4 queues) creation in Network@4bb4de6a triggered.
64 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #0->Pod #1 Edge #0 creation (Pod #1 Agg #0 -> Pod #1 Edge #0) in Graph@1da51a35 triggered.
64 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #0->Pod #1 Edge #0#0 creation (Pod #1 Agg #0 -> Pod #1 Edge #0) in Graph@134593bf triggered.
64 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #0->Pod #1 Edge #0#1 creation (Pod #1 Agg #0 -> Pod #1 Edge #0) in Graph@134593bf triggered.
64 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #0->Pod #1 Edge #0#2 creation (Pod #1 Agg #0 -> Pod #1 Edge #0) in Graph@134593bf triggered.
64 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #0->Pod #1 Edge #0#3 creation (Pod #1 Agg #0 -> Pod #1 Edge #0) in Graph@134593bf triggered.
65 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Agg #0->Pod #1 Edge #0 (NetworkNode@689604d9 -> NetworkNode@49e53c76 - PriorityScheduler@4b2bac3f - 4 queues) creation in Network@4bb4de6a triggered.
65 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #1->Pod #1 Agg #0 creation (Pod #1 Edge #1 -> Pod #1 Agg #0) in Graph@1da51a35 triggered.
65 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #1->Pod #1 Agg #0#0 creation (Pod #1 Edge #1 -> Pod #1 Agg #0) in Graph@134593bf triggered.
65 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #1->Pod #1 Agg #0#1 creation (Pod #1 Edge #1 -> Pod #1 Agg #0) in Graph@134593bf triggered.
65 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #1->Pod #1 Agg #0#2 creation (Pod #1 Edge #1 -> Pod #1 Agg #0) in Graph@134593bf triggered.
65 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #1->Pod #1 Agg #0#3 creation (Pod #1 Edge #1 -> Pod #1 Agg #0) in Graph@134593bf triggered.
65 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Edge #1->Pod #1 Agg #0 (NetworkNode@4135c3b -> NetworkNode@689604d9 - PriorityScheduler@710f4dc7 - 4 queues) creation in Network@4bb4de6a triggered.
65 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #0->Pod #1 Edge #1 creation (Pod #1 Agg #0 -> Pod #1 Edge #1) in Graph@1da51a35 triggered.
65 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #0->Pod #1 Edge #1#0 creation (Pod #1 Agg #0 -> Pod #1 Edge #1) in Graph@134593bf triggered.
65 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #0->Pod #1 Edge #1#1 creation (Pod #1 Agg #0 -> Pod #1 Edge #1) in Graph@134593bf triggered.
66 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #0->Pod #1 Edge #1#2 creation (Pod #1 Agg #0 -> Pod #1 Edge #1) in Graph@134593bf triggered.
66 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #0->Pod #1 Edge #1#3 creation (Pod #1 Agg #0 -> Pod #1 Edge #1) in Graph@134593bf triggered.
66 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Agg #0->Pod #1 Edge #1 (NetworkNode@689604d9 -> NetworkNode@4135c3b - PriorityScheduler@2df3b89c - 4 queues) creation in Network@4bb4de6a triggered.
66 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #2->Pod #1 Agg #1 creation (Core #2 -> Pod #1 Agg #1) in Graph@1da51a35 triggered.
66 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #2->Pod #1 Agg #1#0 creation (Core #2 -> Pod #1 Agg #1) in Graph@134593bf triggered.
66 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #2->Pod #1 Agg #1#1 creation (Core #2 -> Pod #1 Agg #1) in Graph@134593bf triggered.
66 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #2->Pod #1 Agg #1#2 creation (Core #2 -> Pod #1 Agg #1) in Graph@134593bf triggered.
66 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #2->Pod #1 Agg #1#3 creation (Core #2 -> Pod #1 Agg #1) in Graph@134593bf triggered.
66 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Core #2->Pod #1 Agg #1 (NetworkNode@1e4a7dd4 -> NetworkNode@5c6648b0 - PriorityScheduler@7d8704ef - 4 queues) creation in Network@4bb4de6a triggered.
67 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #1->Core #2 creation (Pod #1 Agg #1 -> Core #2) in Graph@1da51a35 triggered.
67 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #1->Core #2#0 creation (Pod #1 Agg #1 -> Core #2) in Graph@134593bf triggered.
67 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #1->Core #2#1 creation (Pod #1 Agg #1 -> Core #2) in Graph@134593bf triggered.
67 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #1->Core #2#2 creation (Pod #1 Agg #1 -> Core #2) in Graph@134593bf triggered.
67 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #1->Core #2#3 creation (Pod #1 Agg #1 -> Core #2) in Graph@134593bf triggered.
67 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Agg #1->Core #2 (NetworkNode@5c6648b0 -> NetworkNode@1e4a7dd4 - PriorityScheduler@f79e - 4 queues) creation in Network@4bb4de6a triggered.
67 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #3->Pod #1 Agg #1 creation (Core #3 -> Pod #1 Agg #1) in Graph@1da51a35 triggered.
67 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #3->Pod #1 Agg #1#0 creation (Core #3 -> Pod #1 Agg #1) in Graph@134593bf triggered.
67 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #3->Pod #1 Agg #1#1 creation (Core #3 -> Pod #1 Agg #1) in Graph@134593bf triggered.
67 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #3->Pod #1 Agg #1#2 creation (Core #3 -> Pod #1 Agg #1) in Graph@134593bf triggered.
67 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #3->Pod #1 Agg #1#3 creation (Core #3 -> Pod #1 Agg #1) in Graph@134593bf triggered.
68 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Core #3->Pod #1 Agg #1 (NetworkNode@7f416310 -> NetworkNode@5c6648b0 - PriorityScheduler@77f80c04 - 4 queues) creation in Network@4bb4de6a triggered.
68 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #1->Core #3 creation (Pod #1 Agg #1 -> Core #3) in Graph@1da51a35 triggered.
68 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #1->Core #3#0 creation (Pod #1 Agg #1 -> Core #3) in Graph@134593bf triggered.
68 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #1->Core #3#1 creation (Pod #1 Agg #1 -> Core #3) in Graph@134593bf triggered.
68 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #1->Core #3#2 creation (Pod #1 Agg #1 -> Core #3) in Graph@134593bf triggered.
68 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #1->Core #3#3 creation (Pod #1 Agg #1 -> Core #3) in Graph@134593bf triggered.
68 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Agg #1->Core #3 (NetworkNode@5c6648b0 -> NetworkNode@7f416310 - PriorityScheduler@2638011 - 4 queues) creation in Network@4bb4de6a triggered.
68 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #0->Pod #1 Agg #1 creation (Pod #1 Edge #0 -> Pod #1 Agg #1) in Graph@1da51a35 triggered.
68 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #0->Pod #1 Agg #1#0 creation (Pod #1 Edge #0 -> Pod #1 Agg #1) in Graph@134593bf triggered.
68 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #0->Pod #1 Agg #1#1 creation (Pod #1 Edge #0 -> Pod #1 Agg #1) in Graph@134593bf triggered.
68 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #0->Pod #1 Agg #1#2 creation (Pod #1 Edge #0 -> Pod #1 Agg #1) in Graph@134593bf triggered.
68 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #0->Pod #1 Agg #1#3 creation (Pod #1 Edge #0 -> Pod #1 Agg #1) in Graph@134593bf triggered.
69 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Edge #0->Pod #1 Agg #1 (NetworkNode@49e53c76 -> NetworkNode@5c6648b0 - PriorityScheduler@2b4bac49 - 4 queues) creation in Network@4bb4de6a triggered.
69 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #1->Pod #1 Edge #0 creation (Pod #1 Agg #1 -> Pod #1 Edge #0) in Graph@1da51a35 triggered.
69 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #1->Pod #1 Edge #0#0 creation (Pod #1 Agg #1 -> Pod #1 Edge #0) in Graph@134593bf triggered.
69 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #1->Pod #1 Edge #0#1 creation (Pod #1 Agg #1 -> Pod #1 Edge #0) in Graph@134593bf triggered.
69 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #1->Pod #1 Edge #0#2 creation (Pod #1 Agg #1 -> Pod #1 Edge #0) in Graph@134593bf triggered.
69 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #1->Pod #1 Edge #0#3 creation (Pod #1 Agg #1 -> Pod #1 Edge #0) in Graph@134593bf triggered.
69 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Agg #1->Pod #1 Edge #0 (NetworkNode@5c6648b0 -> NetworkNode@49e53c76 - PriorityScheduler@ba54932 - 4 queues) creation in Network@4bb4de6a triggered.
69 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #1->Pod #1 Agg #1 creation (Pod #1 Edge #1 -> Pod #1 Agg #1) in Graph@1da51a35 triggered.
69 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #1->Pod #1 Agg #1#0 creation (Pod #1 Edge #1 -> Pod #1 Agg #1) in Graph@134593bf triggered.
69 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #1->Pod #1 Agg #1#1 creation (Pod #1 Edge #1 -> Pod #1 Agg #1) in Graph@134593bf triggered.
69 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #1->Pod #1 Agg #1#2 creation (Pod #1 Edge #1 -> Pod #1 Agg #1) in Graph@134593bf triggered.
69 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #1->Pod #1 Agg #1#3 creation (Pod #1 Edge #1 -> Pod #1 Agg #1) in Graph@134593bf triggered.
70 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Edge #1->Pod #1 Agg #1 (NetworkNode@4135c3b -> NetworkNode@5c6648b0 - PriorityScheduler@4f67eb2a - 4 queues) creation in Network@4bb4de6a triggered.
70 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #1->Pod #1 Edge #1 creation (Pod #1 Agg #1 -> Pod #1 Edge #1) in Graph@1da51a35 triggered.
70 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #1->Pod #1 Edge #1#0 creation (Pod #1 Agg #1 -> Pod #1 Edge #1) in Graph@134593bf triggered.
70 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #1->Pod #1 Edge #1#1 creation (Pod #1 Agg #1 -> Pod #1 Edge #1) in Graph@134593bf triggered.
70 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #1->Pod #1 Edge #1#2 creation (Pod #1 Agg #1 -> Pod #1 Edge #1) in Graph@134593bf triggered.
70 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Agg #1->Pod #1 Edge #1#3 creation (Pod #1 Agg #1 -> Pod #1 Edge #1) in Graph@134593bf triggered.
70 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Agg #1->Pod #1 Edge #1 (NetworkNode@5c6648b0 -> NetworkNode@4135c3b - PriorityScheduler@e1de817 - 4 queues) creation in Network@4bb4de6a triggered.
70 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Server #0 creation in Network@4bb4de6a triggered.
70 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Server #0:eth0 creation in Graph@1da51a35 triggered.
70 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Server #0:eth0 creation in Graph@134593bf triggered.
70 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - NetworkNode@4cc8eb05 creation in Network@4bb4de6a triggered.
70 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Addition of NetworkInterface@26275bef (NetworkNode@4cc8eb05) to Pod #1 Server #0 triggered.
71 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #0->Pod #1 Server #0:eth0 creation (Pod #1 Edge #0 -> Pod #1 Server #0:eth0) in Graph@1da51a35 triggered.
