0 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Graph@1da51a35 created.
71 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #0->Pod #1 Server #0:eth0#0 creation (Pod #1 Edge #0 -> Pod #1 Server #0:eth0) in Graph@134593bf triggered.
71 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #0->Pod #1 Server #0:eth0#1 creation (Pod #1 Edge #0 -> Pod #1 Server #0:eth0) in Graph@134593bf triggered.
71 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #0->Pod #1 Server #0:eth0#2 creation (Pod #1 Edge #0 -> Pod #1 Server #0:eth0) in Graph@134593bf triggered.
71 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #0->Pod #1 Server #0:eth0#3 creation (Pod #1 Edge #0 -> Pod #1 Server #0:eth0) in Graph@134593bf triggered.
71 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Edge #0->Pod #1 Server #0:eth0 (NetworkNode@49e53c76 -> NetworkNode@4cc8eb05 - PriorityScheduler@7671cb68 - 4 queues) creation in Network@4bb4de6a triggered.
71 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Server #0:eth0->Pod #1 Edge #0 creation (Pod #1 Server #0:eth0 -> Pod #1 Edge #0) in Graph@1da51a35 triggered.
71 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Server #0:eth0->Pod #1 Edge #0#0 creation (Pod #1 Server #0:eth0 -> Pod #1 Edge #0) in Graph@134593bf triggered.
71 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Server #0:eth0->Pod #1 Edge #0 (NetworkNode@4cc8eb05 -> NetworkNode@49e53c76 - PriorityScheduler@5fd4f8f5 - 1 queues) creation in Network@4bb4de6a triggered.
71 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Server #1 creation in Network@4bb4de6a triggered.
72 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Server #1:eth0 creation in Graph@1da51a35 triggered.
72 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Server #1:eth0 creation in Graph@134593bf triggered.
72 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - NetworkNode@44821a96 creation in Network@4bb4de6a triggered.
72 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Addition of NetworkInterface@120f102b (NetworkNode@44821a96) to Pod #1 Server #1 triggered.
72 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #0->Pod #1 Server #1:eth0 creation (Pod #1 Edge #0 -> Pod #1 Server #1:eth0) in Graph@1da51a35 triggered.
72 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #0->Pod #1 Server #1:eth0#0 creation (Pod #1 Edge #0 -> Pod #1 Server #1:eth0) in Graph@134593bf triggered.
72 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #0->Pod #1 Server #1:eth0#1 creation (Pod #1 Edge #0 -> Pod #1 Server #1:eth0) in Graph@134593bf triggered.
72 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #0->Pod #1 Server #1:eth0#2 creation (Pod #1 Edge #0 -> Pod #1 Server #1:eth0) in Graph@134593bf triggered.
72 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #0->Pod #1 Server #1:eth0#3 creation (Pod #1 Edge #0 -> Pod #1 Server #1:eth0) in Graph@134593bf triggered.
72 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Edge #0->Pod #1 Server #1:eth0 (NetworkNode@49e53c76 -> NetworkNode@44821a96 - PriorityScheduler@b62d79 - 4 queues) creation in Network@4bb4de6a triggered.
73 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Server #1:eth0->Pod #1 Edge #0 creation (Pod #1 Server #1:eth0 -> Pod #1 Edge #0) in Graph@1da51a35 triggered.
73 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Server #1:eth0->Pod #1 Edge #0#0 creation (Pod #1 Server #1:eth0 -> Pod #1 Edge #0) in Graph@134593bf triggered.
73 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Server #1:eth0->Pod #1 Edge #0 (NetworkNode@44821a96 -> NetworkNode@49e53c76 - PriorityScheduler@223aa2f7 - 1 queues) creation in Network@4bb4de6a triggered.
73 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Server #2 creation in Network@4bb4de6a triggered.
73 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Server #2:eth0 creation in Graph@1da51a35 triggered.
73 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Server #2:eth0 creation in Graph@134593bf triggered.
73 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - NetworkNode@3514a4c0 creation in Network@4bb4de6a triggered.
73 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Addition of NetworkInterface@37654521 (NetworkNode@3514a4c0) to Pod #1 Server #2 triggered.
73 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #1->Pod #1 Server #2:eth0 creation (Pod #1 Edge #1 -> Pod #1 Server #2:eth0) in Graph@1da51a35 triggered.
73 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #1->Pod #1 Server #2:eth0#0 creation (Pod #1 Edge #1 -> Pod #1 Server #2:eth0) in Graph@134593bf triggered.
74 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #1->Pod #1 Server #2:eth0#1 creation (Pod #1 Edge #1 -> Pod #1 Server #2:eth0) in Graph@134593bf triggered.
74 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #1->Pod #1 Server #2:eth0#2 creation (Pod #1 Edge #1 -> Pod #1 Server #2:eth0) in Graph@134593bf triggered.
74 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #1->Pod #1 Server #2:eth0#3 creation (Pod #1 Edge #1 -> Pod #1 Server #2:eth0) in Graph@134593bf triggered.
74 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Edge #1->Pod #1 Server #2:eth0 (NetworkNode@4135c3b -> NetworkNode@3514a4c0 - PriorityScheduler@3059cbc - 4 queues) creation in Network@4bb4de6a triggered.
74 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Server #2:eth0->Pod #1 Edge #1 creation (Pod #1 Server #2:eth0 -> Pod #1 Edge #1) in Graph@1da51a35 triggered.
74 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Server #2:eth0->Pod #1 Edge #1#0 creation (Pod #1 Server #2:eth0 -> Pod #1 Edge #1) in Graph@134593bf triggered.
74 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Server #2:eth0->Pod #1 Edge #1 (NetworkNode@3514a4c0 -> NetworkNode@4135c3b - PriorityScheduler@28f3b248 - 1 queues) creation in Network@4bb4de6a triggered.
74 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Server #3 creation in Network@4bb4de6a triggered.
74 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Server #3:eth0 creation in Graph@1da51a35 triggered.
74 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Server #3:eth0 creation in Graph@134593bf triggered.
74 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - NetworkNode@662b4c69 creation in Network@4bb4de6a triggered.
74 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Addition of NetworkInterface@505fc5a4 (NetworkNode@662b4c69) to Pod #1 Server #3 triggered.
75 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #1->Pod #1 Server #3:eth0 creation (Pod #1 Edge #1 -> Pod #1 Server #3:eth0) in Graph@1da51a35 triggered.
75 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #1->Pod #1 Server #3:eth0#0 creation (Pod #1 Edge #1 -> Pod #1 Server #3:eth0) in Graph@134593bf triggered.
75 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #1->Pod #1 Server #3:eth0#1 creation (Pod #1 Edge #1 -> Pod #1 Server #3:eth0) in Graph@134593bf triggered.
75 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #1->Pod #1 Server #3:eth0#2 creation (Pod #1 Edge #1 -> Pod #1 Server #3:eth0) in Graph@134593bf triggered.
75 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Edge #1->Pod #1 Server #3:eth0#3 creation (Pod #1 Edge #1 -> Pod #1 Server #3:eth0) in Graph@134593bf triggered.
75 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Edge #1->Pod #1 Server #3:eth0 (NetworkNode@4135c3b -> NetworkNode@662b4c69 - PriorityScheduler@16610890 - 4 queues) creation in Network@4bb4de6a triggered.
75 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Server #3:eth0->Pod #1 Edge #1 creation (Pod #1 Server #3:eth0 -> Pod #1 Edge #1) in Graph@1da51a35 triggered.
75 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #1 Server #3:eth0->Pod #1 Edge #1#0 creation (Pod #1 Server #3:eth0 -> Pod #1 Edge #1) in Graph@134593bf triggered.
75 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #1 Server #3:eth0->Pod #1 Edge #1 (NetworkNode@662b4c69 -> NetworkNode@4135c3b - PriorityScheduler@3f6b0be5 - 1 queues) creation in Network@4bb4de6a triggered.
75 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Edge #0 creation in Graph@1da51a35 triggered.
75 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Edge #0 creation in Graph@134593bf triggered.
75 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - NetworkNode@6cd28fa7 creation in Network@4bb4de6a triggered.
75 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #0 creation in Graph@1da51a35 triggered.
75 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #0 creation in Graph@134593bf triggered.
76 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - NetworkNode@1af2d44a creation in Network@4bb4de6a triggered.
76 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Edge #1 creation in Graph@1da51a35 triggered.
76 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Edge #1 creation in Graph@134593bf triggered.
76 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - NetworkNode@7c24b813 creation in Network@4bb4de6a triggered.
76 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #1 creation in Graph@1da51a35 triggered.
76 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #1 creation in Graph@134593bf triggered.
76 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - NetworkNode@58d75e99 creation in Network@4bb4de6a triggered.
76 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #0->Pod #2 Agg #0 creation (Core #0 -> Pod #2 Agg #0) in Graph@1da51a35 triggered.
76 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #0->Pod #2 Agg #0#0 creation (Core #0 -> Pod #2 Agg #0) in Graph@134593bf triggered.
76 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #0->Pod #2 Agg #0#1 creation (Core #0 -> Pod #2 Agg #0) in Graph@134593bf triggered.
77 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #0->Pod #2 Agg #0#2 creation (Core #0 -> Pod #2 Agg #0) in Graph@134593bf triggered.
77 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #0->Pod #2 Agg #0#3 creation (Core #0 -> Pod #2 Agg #0) in Graph@134593bf triggered.
77 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Core #0->Pod #2 Agg #0 (NetworkNode@15bfd87 -> NetworkNode@1af2d44a - PriorityScheduler@2ed2d9cb - 4 queues) creation in Network@4bb4de6a triggered.
77 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #0->Core #0 creation (Pod #2 Agg #0 -> Core #0) in Graph@1da51a35 triggered.
77 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #0->Core #0#0 creation (Pod #2 Agg #0 -> Core #0) in Graph@134593bf triggered.
78 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #0->Core #0#1 creation (Pod #2 Agg #0 -> Core #0) in Graph@134593bf triggered.
78 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #0->Core #0#2 creation (Pod #2 Agg #0 -> Core #0) in Graph@134593bf triggered.
78 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #0->Core #0#3 creation (Pod #2 Agg #0 -> Core #0) in Graph@134593bf triggered.
78 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #2 Agg #0->Core #0 (NetworkNode@1af2d44a -> NetworkNode@15bfd87 - PriorityScheduler@53ce1329 - 4 queues) creation in Network@4bb4de6a triggered.
78 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #1->Pod #2 Agg #0 creation (Core #1 -> Pod #2 Agg #0) in Graph@1da51a35 triggered.
78 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #1->Pod #2 Agg #0#0 creation (Core #1 -> Pod #2 Agg #0) in Graph@134593bf triggered.
78 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #1->Pod #2 Agg #0#1 creation (Core #1 -> Pod #2 Agg #0) in Graph@134593bf triggered.
78 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #1->Pod #2 Agg #0#2 creation (Core #1 -> Pod #2 Agg #0) in Graph@134593bf triggered.
78 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #1->Pod #2 Agg #0#3 creation (Core #1 -> Pod #2 Agg #0) in Graph@134593bf triggered.
78 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Core #1->Pod #2 Agg #0 (NetworkNode@43d7741f -> NetworkNode@1af2d44a - PriorityScheduler@82de64a - 4 queues) creation in Network@4bb4de6a triggered.
78 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #0->Core #1 creation (Pod #2 Agg #0 -> Core #1) in Graph@1da51a35 triggered.
78 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #0->Core #1#0 creation (Pod #2 Agg #0 -> Core #1) in Graph@134593bf triggered.
78 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #0->Core #1#1 creation (Pod #2 Agg #0 -> Core #1) in Graph@134593bf triggered.
79 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #0->Core #1#2 creation (Pod #2 Agg #0 -> Core #1) in Graph@134593bf triggered.
79 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #0->Core #1#3 creation (Pod #2 Agg #0 -> Core #1) in Graph@134593bf triggered.
79 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #2 Agg #0->Core #1 (NetworkNode@1af2d44a -> NetworkNode@43d7741f - PriorityScheduler@13fd2ccd - 4 queues) creation in Network@4bb4de6a triggered.
79 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Edge #0->Pod #2 Agg #0 creation (Pod #2 Edge #0 -> Pod #2 Agg #0) in Graph@1da51a35 triggered.
79 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Edge #0->Pod #2 Agg #0#0 creation (Pod #2 Edge #0 -> Pod #2 Agg #0) in Graph@134593bf triggered.
79 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Edge #0->Pod #2 Agg #0#1 creation (Pod #2 Edge #0 -> Pod #2 Agg #0) in Graph@134593bf triggered.
79 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Edge #0->Pod #2 Agg #0#2 creation (Pod #2 Edge #0 -> Pod #2 Agg #0) in Graph@134593bf triggered.
79 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Edge #0->Pod #2 Agg #0#3 creation (Pod #2 Edge #0 -> Pod #2 Agg #0) in Graph@134593bf triggered.
79 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #2 Edge #0->Pod #2 Agg #0 (NetworkNode@6cd28fa7 -> NetworkNode@1af2d44a - PriorityScheduler@576d5deb - 4 queues) creation in Network@4bb4de6a triggered.
79 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #0->Pod #2 Edge #0 creation (Pod #2 Agg #0 -> Pod #2 Edge #0) in Graph@1da51a35 triggered.
79 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #0->Pod #2 Edge #0#0 creation (Pod #2 Agg #0 -> Pod #2 Edge #0) in Graph@134593bf triggered.
79 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #0->Pod #2 Edge #0#1 creation (Pod #2 Agg #0 -> Pod #2 Edge #0) in Graph@134593bf triggered.
79 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #0->Pod #2 Edge #0#2 creation (Pod #2 Agg #0 -> Pod #2 Edge #0) in Graph@134593bf triggered.
79 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #0->Pod #2 Edge #0#3 creation (Pod #2 Agg #0 -> Pod #2 Edge #0) in Graph@134593bf triggered.
79 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #2 Agg #0->Pod #2 Edge #0 (NetworkNode@1af2d44a -> NetworkNode@6cd28fa7 - PriorityScheduler@f09733f - 4 queues) creation in Network@4bb4de6a triggered.
80 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Edge #1->Pod #2 Agg #0 creation (Pod #2 Edge #1 -> Pod #2 Agg #0) in Graph@1da51a35 triggered.
80 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Edge #1->Pod #2 Agg #0#0 creation (Pod #2 Edge #1 -> Pod #2 Agg #0) in Graph@134593bf triggered.
80 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Edge #1->Pod #2 Agg #0#1 creation (Pod #2 Edge #1 -> Pod #2 Agg #0) in Graph@134593bf triggered.
80 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Edge #1->Pod #2 Agg #0#2 creation (Pod #2 Edge #1 -> Pod #2 Agg #0) in Graph@134593bf triggered.
80 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Edge #1->Pod #2 Agg #0#3 creation (Pod #2 Edge #1 -> Pod #2 Agg #0) in Graph@134593bf triggered.
80 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #2 Edge #1->Pod #2 Agg #0 (NetworkNode@7c24b813 -> NetworkNode@1af2d44a - PriorityScheduler@750e2b97 - 4 queues) creation in Network@4bb4de6a triggered.
80 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #0->Pod #2 Edge #1 creation (Pod #2 Agg #0 -> Pod #2 Edge #1) in Graph@1da51a35 triggered.
80 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #0->Pod #2 Edge #1#0 creation (Pod #2 Agg #0 -> Pod #2 Edge #1) in Graph@134593bf triggered.
80 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #0->Pod #2 Edge #1#1 creation (Pod #2 Agg #0 -> Pod #2 Edge #1) in Graph@134593bf triggered.
80 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #0->Pod #2 Edge #1#2 creation (Pod #2 Agg #0 -> Pod #2 Edge #1) in Graph@134593bf triggered.
80 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #0->Pod #2 Edge #1#3 creation (Pod #2 Agg #0 -> Pod #2 Edge #1) in Graph@134593bf triggered.
80 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #2 Agg #0->Pod #2 Edge #1 (NetworkNode@1af2d44a -> NetworkNode@7c24b813 - PriorityScheduler@6e9175d8 - 4 queues) creation in Network@4bb4de6a triggered.
80 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #2->Pod #2 Agg #1 creation (Core #2 -> Pod #2 Agg #1) in Graph@1da51a35 triggered.
80 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #2->Pod #2 Agg #1#0 creation (Core #2 -> Pod #2 Agg #1) in Graph@134593bf triggered.
80 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #2->Pod #2 Agg #1#1 creation (Core #2 -> Pod #2 Agg #1) in Graph@134593bf triggered.
81 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #2->Pod #2 Agg #1#2 creation (Core #2 -> Pod #2 Agg #1) in Graph@134593bf triggered.
81 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #2->Pod #2 Agg #1#3 creation (Core #2 -> Pod #2 Agg #1) in Graph@134593bf triggered.
81 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Core #2->Pod #2 Agg #1 (NetworkNode@1e4a7dd4 -> NetworkNode@58d75e99 - PriorityScheduler@3b0fe47a - 4 queues) creation in Network@4bb4de6a triggered.
81 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #1->Core #2 creation (Pod #2 Agg #1 -> Core #2) in Graph@1da51a35 triggered.
81 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #1->Core #2#0 creation (Pod #2 Agg #1 -> Core #2) in Graph@134593bf triggered.
81 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #1->Core #2#1 creation (Pod #2 Agg #1 -> Core #2) in Graph@134593bf triggered.
81 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #1->Core #2#2 creation (Pod #2 Agg #1 -> Core #2) in Graph@134593bf triggered.
81 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #1->Core #2#3 creation (Pod #2 Agg #1 -> Core #2) in Graph@134593bf triggered.
81 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #2 Agg #1->Core #2 (NetworkNode@58d75e99 -> NetworkNode@1e4a7dd4 - PriorityScheduler@75437611 - 4 queues) creation in Network@4bb4de6a triggered.
81 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #3->Pod #2 Agg #1 creation (Core #3 -> Pod #2 Agg #1) in Graph@1da51a35 triggered.
81 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #3->Pod #2 Agg #1#0 creation (Core #3 -> Pod #2 Agg #1) in Graph@134593bf triggered.
82 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #3->Pod #2 Agg #1#1 creation (Core #3 -> Pod #2 Agg #1) in Graph@134593bf triggered.
82 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #3->Pod #2 Agg #1#2 creation (Core #3 -> Pod #2 Agg #1) in Graph@134593bf triggered.
82 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Core #3->Pod #2 Agg #1#3 creation (Core #3 -> Pod #2 Agg #1) in Graph@134593bf triggered.
82 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Core #3->Pod #2 Agg #1 (NetworkNode@7f416310 -> NetworkNode@58d75e99 - PriorityScheduler@48075da3 - 4 queues) creation in Network@4bb4de6a triggered.
82 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #1->Core #3 creation (Pod #2 Agg #1 -> Core #3) in Graph@1da51a35 triggered.
82 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #1->Core #3#0 creation (Pod #2 Agg #1 -> Core #3) in Graph@134593bf triggered.
82 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #1->Core #3#1 creation (Pod #2 Agg #1 -> Core #3) in Graph@134593bf triggered.
82 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #1->Core #3#2 creation (Pod #2 Agg #1 -> Core #3) in Graph@134593bf triggered.
82 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #1->Core #3#3 creation (Pod #2 Agg #1 -> Core #3) in Graph@134593bf triggered.
82 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #2 Agg #1->Core #3 (NetworkNode@58d75e99 -> NetworkNode@7f416310 - PriorityScheduler@1caa0244 - 4 queues) creation in Network@4bb4de6a triggered.
82 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Edge #0->Pod #2 Agg #1 creation (Pod #2 Edge #0 -> Pod #2 Agg #1) in Graph@1da51a35 triggered.
82 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Edge #0->Pod #2 Agg #1#0 creation (Pod #2 Edge #0 -> Pod #2 Agg #1) in Graph@134593bf triggered.
82 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Edge #0->Pod #2 Agg #1#1 creation (Pod #2 Edge #0 -> Pod #2 Agg #1) in Graph@134593bf triggered.
82 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Edge #0->Pod #2 Agg #1#2 creation (Pod #2 Edge #0 -> Pod #2 Agg #1) in Graph@134593bf triggered.
82 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Edge #0->Pod #2 Agg #1#3 creation (Pod #2 Edge #0 -> Pod #2 Agg #1) in Graph@134593bf triggered.
83 [main] INFO de.tum.ei.lkn.eces.network.NetworkingSystem  - Pod #2 Edge #0->Pod #2 Agg #1 (NetworkNode@6cd28fa7 -> NetworkNode@58d75e99 - PriorityScheduler@7188af83 - 4 queues) creation in Network@4bb4de6a triggered.
83 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #1->Pod #2 Edge #0 creation (Pod #2 Agg #1 -> Pod #2 Edge #0) in Graph@1da51a35 triggered.
83 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #1->Pod #2 Edge #0#0 creation (Pod #2 Agg #1 -> Pod #2 Edge #0) in Graph@134593bf triggered.
83 [main] INFO de.tum.ei.lkn.eces.graph.GraphSystem  - Pod #2 Agg #1->Pod #2 Edge #0#1 creation (Pod #2 Agg #1 -> Pod #2 Edge #0) in Graph@134593bf triggered.
